Month,Hour of the day,Day of the week,Campaign type,Search top IS,Search lost IS (budget),Search lost IS (rank)
October 2024,17,Tuesday,Performance Max,--,8.77%,87.74%
October 2024,17,Wednesday,Search,13.5%,7.98%,76.42%
October 2024,17,Wednesday,Demand Gen,--,--,--
October 2024,17,Wednesday,Performance Max,--,22.43%,74.58%
October 2024,17,Thursday,Search,13.2%,10.66%,72.8%
October 2024,17,Thursday,Shopping,--,--,--
October 2024,17,Thursday,Demand Gen,--,--,--
October 2024,17,Thursday,Performance Max,--,9.52%,86.9%
October 2024,17,Friday,Search,13.2%,14.82%,69.2%
October 2024,17,Friday,Demand Gen,--,--,--
October 2024,17,Friday,Performance Max,--,18.85%,77.52%
October 2024,17,Saturday,Search,15.05%,13.54%,68.8%
October 2024,17,Saturday,Demand Gen,--,--,--
October 2024,17,Saturday,Performance Max,--,24.97%,71.72%
October 2024,18,Sunday,Search,13.25%,17.6%,66.93%
October 2024,18,Sunday,Demand Gen,--,--,--
October 2024,18,Sunday,Performance Max,--,23.51%,73.26%
October 2024,18,Monday,Search,13.91%,30.62%,52.3%
October 2024,18,Monday,Demand Gen,--,--,--
October 2024,18,Monday,Performance Max,--,6.84%,> 90%
October 2024,18,Tuesday,Search,15.86%,7.41%,73.17%
October 2024,18,Tuesday,Demand Gen,--,--,--
October 2024,18,Tuesday,Performance Max,--,8.57%,88.19%
October 2024,18,Wednesday,Search,14.66%,8.73%,73.68%
October 2024,18,Wednesday,Demand Gen,--,--,--
October 2024,18,Wednesday,Performance Max,--,20.18%,77.39%
October 2024,18,Thursday,Search,13.69%,12.11%,71.33%
October 2024,18,Thursday,Shopping,--,--,--
October 2024,18,Thursday,Demand Gen,--,--,--
October 2024,18,Thursday,Performance Max,--,10.02%,86.57%
October 2024,18,Friday,Search,13.78%,14.64%,68.32%
October 2024,18,Friday,Demand Gen,--,--,--
October 2024,18,Friday,Performance Max,--,17.93%,78.63%
October 2024,18,Saturday,Search,15.92%,8.17%,73.12%
October 2024,18,Saturday,Demand Gen,--,--,--
October 2024,18,Saturday,Performance Max,--,25.18%,71.54%
October 2024,19,Sunday,Search,13.1%,19.68%,64.78%
October 2024,19,Sunday,Demand Gen,--,--,--
October 2024,19,Sunday,Performance Max,--,26.04%,71.23%
October 2024,19,Monday,Search,14.14%,29.65%,53.19%
October 2024,19,Monday,Demand Gen,--,--,--
October 2024,19,Monday,Performance Max,--,6.89%,> 90%
October 2024,19,Tuesday,Search,15.5%,6.92%,74.19%
October 2024,19,Tuesday,Demand Gen,--,--,--
October 2024,19,Tuesday,Performance Max,--,8.86%,87.79%
October 2024,19,Wednesday,Search,12.74%,8.12%,76.4%
October 2024,19,Wednesday,Demand Gen,--,--,--
October 2024,19,Wednesday,Performance Max,--,17.1%,79.69%
October 2024,19,Thursday,Search,16.43%,11.13%,69.11%
October 2024,19,Thursday,Shopping,--,--,--
October 2024,19,Thursday,Demand Gen,--,--,--
October 2024,19,Thursday,Performance Max,--,9.65%,87.04%
October 2024,19,Friday,Search,15.14%,15.36%,67.23%
October 2024,19,Friday,Demand Gen,--,--,--
October 2024,19,Friday,Performance Max,--,18.09%,78.58%
October 2024,19,Saturday,Search,14.41%,7.2%,76.13%
October 2024,19,Saturday,Demand Gen,--,--,--
October 2024,19,Saturday,Performance Max,--,26.79%,70.05%
October 2024,20,Sunday,Search,15.39%,14.71%,67.55%
October 2024,20,Sunday,Demand Gen,--,--,--
October 2024,20,Sunday,Performance Max,--,27.07%,69.95%
October 2024,20,Monday,Search,15.46%,28.35%,52.44%
October 2024,20,Monday,Demand Gen,--,--,--
October 2024,20,Monday,Performance Max,--,7.53%,89.43%
October 2024,20,Tuesday,Search,14.37%,6.92%,75.37%
October 2024,20,Tuesday,Demand Gen,--,--,--
October 2024,20,Tuesday,Performance Max,--,8.82%,87.76%
October 2024,20,Wednesday,Search,12.96%,6.74%,76.95%
October 2024,20,Wednesday,Demand Gen,--,--,--
October 2024,20,Wednesday,Performance Max,--,12.1%,85.16%
October 2024,20,Thursday,Search,14.46%,10.46%,71.4%
October 2024,20,Thursday,Shopping,--,--,--
October 2024,20,Thursday,Demand Gen,--,--,--
October 2024,20,Thursday,Performance Max,--,9.34%,86.71%
October 2024,20,Friday,Search,15.14%,11.68%,69.71%
October 2024,20,Friday,Demand Gen,--,--,--
October 2024,20,Friday,Performance Max,--,18.48%,77.71%
October 2024,20,Saturday,Search,15.1%,3.59%,78.71%
October 2024,20,Saturday,Demand Gen,--,--,--
October 2024,20,Saturday,Performance Max,--,26.96%,69.25%
October 2024,21,Sunday,Search,11.31%,8.14%,78.38%
October 2024,21,Sunday,Demand Gen,--,--,--
October 2024,21,Sunday,Performance Max,--,25.3%,71.67%
October 2024,21,Monday,Search,15.26%,23.12%,57.78%
October 2024,21,Monday,Demand Gen,--,--,--
October 2024,21,Monday,Performance Max,--,6.88%,> 90%
October 2024,21,Tuesday,Search,13.01%,4.81%,79.41%
October 2024,21,Tuesday,Demand Gen,--,--,--
October 2024,21,Tuesday,Performance Max,--,8.79%,87.41%
October 2024,21,Wednesday,Search,13.26%,7.98%,75.05%
October 2024,21,Wednesday,Demand Gen,--,--,--
October 2024,21,Wednesday,Performance Max,--,11.18%,85.79%
October 2024,21,Thursday,Search,12.72%,4.88%,80%
October 2024,21,Thursday,Shopping,--,--,--
October 2024,21,Thursday,Demand Gen,--,--,--
October 2024,21,Thursday,Performance Max,--,12.41%,83.74%
October 2024,21,Friday,Search,14.23%,8.97%,73.98%
October 2024,21,Friday,Demand Gen,--,--,--
October 2024,21,Friday,Performance Max,--,20.68%,76.08%
October 2024,21,Saturday,Search,13.58%,2.81%,80.68%
October 2024,21,Saturday,Demand Gen,--,--,--
October 2024,21,Saturday,Performance Max,--,26%,70.81%
October 2024,22,Sunday,Search,11.96%,1.91%,84.55%
October 2024,22,Sunday,Demand Gen,--,--,--
October 2024,22,Sunday,Performance Max,--,17.09%,79.98%
October 2024,22,Monday,Search,15.6%,13.68%,67.26%
October 2024,22,Monday,Demand Gen,--,--,--
October 2024,22,Monday,Performance Max,--,6.59%,> 90%
October 2024,22,Tuesday,Search,12.44%,4.46%,79.89%
October 2024,22,Tuesday,Demand Gen,--,--,--
October 2024,22,Tuesday,Performance Max,--,8.55%,88.1%
October 2024,22,Wednesday,Search,14.19%,7.03%,75.46%
October 2024,22,Wednesday,Demand Gen,--,--,--
October 2024,22,Wednesday,Performance Max,--,12.79%,84.02%
October 2024,22,Thursday,Search,12.67%,1.53%,82.77%
October 2024,22,Thursday,Demand Gen,--,--,--
October 2024,22,Thursday,Performance Max,--,13.44%,82.91%
October 2024,22,Friday,Search,14.29%,9.39%,73.57%
October 2024,22,Friday,Demand Gen,--,--,--
October 2024,22,Friday,Performance Max,--,23.6%,73.45%
October 2024,22,Saturday,Search,11.45%,0.66%,85.65%
October 2024,22,Saturday,Demand Gen,--,--,--
October 2024,22,Saturday,Performance Max,--,26.87%,69.69%
October 2024,23,Sunday,Search,10.04%,1.19%,86.17%
October 2024,23,Sunday,Demand Gen,--,--,--
October 2024,23,Sunday,Performance Max,--,16.51%,79.94%
October 2024,23,Monday,Search,17.65%,10.26%,69.62%
October 2024,23,Monday,Demand Gen,--,--,--
October 2024,23,Monday,Performance Max,--,6.84%,> 90%
October 2024,23,Tuesday,Search,10.53%,4.68%,81.51%
October 2024,23,Tuesday,Demand Gen,--,--,--
October 2024,23,Tuesday,Performance Max,--,8.09%,88.34%
October 2024,23,Wednesday,Search,11.31%,3.34%,81.76%
October 2024,23,Wednesday,Demand Gen,--,--,--
October 2024,23,Wednesday,Performance Max,--,11.74%,85.49%
October 2024,23,Thursday,Search,10.88%,1.26%,85.22%
October 2024,23,Thursday,Demand Gen,--,--,--
October 2024,23,Thursday,Performance Max,--,14.5%,81.75%
October 2024,23,Friday,Search,14.15%,9.96%,74.65%
October 2024,23,Friday,Demand Gen,--,--,--
October 2024,23,Friday,Performance Max,--,23.58%,73.64%
October 2024,23,Saturday,Search,12.53%,0.28%,85.05%
October 2024,23,Saturday,Demand Gen,--,--,--
October 2024,23,Saturday,Performance Max,--,26.22%,70.45%
November 2024,0,Sunday,Search,< 10%,40.11%,49.17%
November 2024,0,Sunday,Demand Gen,--,--,--
November 2024,0,Sunday,Performance Max,--,13.96%,82.27%
November 2024,0,Monday,Search,< 10%,33.95%,54.55%
November 2024,0,Monday,Demand Gen,--,--,--
November 2024,0,Monday,Performance Max,--,23.7%,73.82%
November 2024,0,Tuesday,Search,< 10%,14.27%,74.41%
November 2024,0,Tuesday,Demand Gen,--,--,--
November 2024,0,Tuesday,Performance Max,--,13.9%,83.49%
November 2024,0,Wednesday,Search,< 10%,2.86%,84.87%
November 2024,0,Wednesday,Demand Gen,--,--,--
November 2024,0,Wednesday,Performance Max,--,22.57%,74.35%
November 2024,0,Thursday,Search,< 10%,21.29%,68.68%
November 2024,0,Thursday,Demand Gen,--,--,--
November 2024,0,Thursday,Performance Max,--,18.71%,77.32%
November 2024,0,Friday,Search,< 10%,20.83%,66.96%
November 2024,0,Friday,Demand Gen,--,--,--
November 2024,0,Friday,Performance Max,--,19.89%,77.4%
November 2024,0,Saturday,Search,< 10%,22.93%,66.01%
November 2024,0,Saturday,Demand Gen,--,--,--
November 2024,0,Saturday,Performance Max,--,25.82%,70.8%
November 2024,1,Sunday,Search,< 10%,38.36%,48.11%
November 2024,1,Sunday,Demand Gen,--,--,--
November 2024,1,Sunday,Performance Max,--,16.69%,79.4%
November 2024,1,Monday,Search,< 10%,31.96%,53.83%
November 2024,1,Monday,Demand Gen,--,--,--
November 2024,1,Monday,Performance Max,--,25.47%,70.06%
November 2024,1,Tuesday,Search,< 10%,15.71%,74.21%
November 2024,1,Tuesday,Demand Gen,--,--,--
November 2024,1,Tuesday,Performance Max,--,12.59%,83.54%
November 2024,1,Wednesday,Search,< 10%,2.36%,85.48%
November 2024,1,Wednesday,Demand Gen,--,--,--
November 2024,1,Wednesday,Performance Max,--,19.34%,76.47%
November 2024,1,Thursday,Search,< 10%,21.71%,69.73%
November 2024,1,Thursday,Demand Gen,--,--,--
November 2024,1,Thursday,Performance Max,--,17.28%,78.28%
November 2024,1,Friday,Search,< 10%,18.88%,68.26%
November 2024,1,Friday,Demand Gen,--,--,--
November 2024,1,Friday,Performance Max,--,18.65%,78.01%
November 2024,1,Saturday,Search,< 10%,25.04%,63.76%
November 2024,1,Saturday,Demand Gen,--,--,--
November 2024,1,Saturday,Performance Max,--,23.65%,72.08%
November 2024,2,Sunday,Search,< 10%,37.35%,49.75%
November 2024,2,Sunday,Demand Gen,--,--,--
November 2024,2,Sunday,Performance Max,--,13.04%,82.13%
November 2024,2,Monday,Search,11.68%,31.82%,54%
November 2024,2,Monday,Demand Gen,--,--,--
November 2024,2,Monday,Performance Max,--,26.29%,68.66%
November 2024,2,Tuesday,Search,< 10%,13.6%,75%
November 2024,2,Tuesday,Demand Gen,--,--,--
November 2024,2,Tuesday,Performance Max,--,12.3%,82.41%
November 2024,2,Wednesday,Search,< 10%,3.13%,82.18%
November 2024,2,Wednesday,Demand Gen,--,--,--
November 2024,2,Wednesday,Performance Max,--,19.24%,75.16%
November 2024,2,Thursday,Search,< 10%,22.14%,64.65%
November 2024,2,Thursday,Demand Gen,--,--,--
November 2024,2,Thursday,Performance Max,--,17.13%,76.51%
November 2024,2,Friday,Search,< 10%,18.2%,68.61%
November 2024,2,Friday,Demand Gen,--,--,--
November 2024,2,Friday,Performance Max,--,18.52%,76%
November 2024,2,Saturday,Search,10.66%,23.92%,62.03%
November 2024,2,Saturday,Demand Gen,--,--,--
November 2024,2,Saturday,Performance Max,--,23.82%,71.6%
November 2024,3,Sunday,Search,12.43%,38.01%,47.12%
November 2024,3,Sunday,Demand Gen,--,--,--
November 2024,3,Sunday,Performance Max,--,11.86%,82.32%
November 2024,3,Monday,Search,10.55%,30.09%,55.86%
November 2024,3,Monday,Demand Gen,--,--,--
November 2024,3,Monday,Performance Max,--,25.89%,67.37%
November 2024,3,Tuesday,Search,11.63%,14.37%,69.9%
November 2024,3,Tuesday,Demand Gen,--,--,--
November 2024,3,Tuesday,Performance Max,--,12.61%,81.08%
November 2024,3,Wednesday,Search,10.28%,3.77%,83.47%
November 2024,3,Wednesday,Demand Gen,--,--,--
November 2024,3,Wednesday,Performance Max,--,19.17%,73.94%
November 2024,3,Thursday,Search,10.31%,22.59%,63.95%
November 2024,3,Thursday,Demand Gen,--,--,--
November 2024,3,Thursday,Performance Max,--,18.06%,74.27%
November 2024,3,Friday,Search,12.14%,18.26%,65.57%
November 2024,3,Friday,Demand Gen,--,--,--
November 2024,3,Friday,Performance Max,--,18.18%,76.17%
November 2024,3,Saturday,Search,10.96%,24.97%,60.5%
November 2024,3,Saturday,Demand Gen,--,--,--
November 2024,3,Saturday,Performance Max,--,26.27%,67.66%
November 2024,4,Sunday,Search,11.91%,39.99%,45.58%
November 2024,4,Sunday,Demand Gen,--,--,--
November 2024,4,Sunday,Performance Max,--,10.97%,81.84%
November 2024,4,Monday,Search,12.4%,27.61%,55.06%
November 2024,4,Monday,Demand Gen,--,--,--
November 2024,4,Monday,Performance Max,--,25.44%,67.94%
November 2024,4,Tuesday,Search,12.23%,13.5%,71.7%
November 2024,4,Tuesday,Demand Gen,--,--,--
November 2024,4,Tuesday,Performance Max,--,12.41%,81.5%
November 2024,4,Wednesday,Search,10.67%,3.79%,82.04%
November 2024,4,Wednesday,Demand Gen,--,--,--
November 2024,4,Wednesday,Performance Max,--,15.82%,77.67%
November 2024,4,Thursday,Search,10.14%,22.89%,63.04%
November 2024,4,Thursday,Demand Gen,--,--,--
November 2024,4,Thursday,Performance Max,--,18.96%,74.16%
November 2024,4,Friday,Search,12.19%,19.06%,64.05%
November 2024,4,Friday,Demand Gen,--,--,--
November 2024,4,Friday,Performance Max,--,18.89%,75.6%
November 2024,4,Saturday,Search,10.49%,23.07%,61.91%
November 2024,4,Saturday,Demand Gen,--,--,--
November 2024,4,Saturday,Performance Max,--,26.86%,66.04%
November 2024,5,Sunday,Search,13.55%,37.18%,45.69%
November 2024,5,Sunday,Demand Gen,--,--,--
November 2024,5,Sunday,Performance Max,--,11.33%,82.75%
November 2024,5,Monday,Search,14.53%,28.1%,51.74%
November 2024,5,Monday,Demand Gen,--,--,--
November 2024,5,Monday,Performance Max,--,24.42%,68.89%
November 2024,5,Tuesday,Search,10.4%,12.71%,73.07%
November 2024,5,Tuesday,Demand Gen,--,--,--
November 2024,5,Tuesday,Performance Max,--,12.77%,81.14%
November 2024,5,Wednesday,Search,11.93%,4.09%,80.5%
November 2024,5,Wednesday,Demand Gen,--,--,--
November 2024,5,Wednesday,Performance Max,--,16.35%,77.23%
November 2024,5,Thursday,Search,10.81%,23.15%,62.14%
November 2024,5,Thursday,Demand Gen,--,--,--
November 2024,5,Thursday,Performance Max,--,18.6%,74.51%
November 2024,5,Friday,Search,10.24%,21.9%,62.49%
November 2024,5,Friday,Demand Gen,--,--,--
November 2024,5,Friday,Performance Max,--,18.8%,75.21%
November 2024,5,Saturday,Search,10.91%,22.31%,62.15%
November 2024,5,Saturday,Demand Gen,--,--,--
November 2024,5,Saturday,Performance Max,--,24.45%,69.1%
November 2024,6,Sunday,Search,< 10%,33.61%,51.14%
November 2024,6,Sunday,Demand Gen,--,--,--
November 2024,6,Sunday,Performance Max,--,11.48%,82.11%
November 2024,6,Monday,Search,13.36%,28.58%,52.75%
November 2024,6,Monday,Demand Gen,--,--,--
November 2024,6,Monday,Performance Max,--,25.48%,68.29%
November 2024,6,Tuesday,Search,10.35%,12.63%,72.72%
November 2024,6,Tuesday,Demand Gen,--,--,--
November 2024,6,Tuesday,Performance Max,--,13.59%,80.56%
November 2024,6,Wednesday,Search,< 10%,4.17%,82.57%
November 2024,6,Wednesday,Demand Gen,--,--,--
November 2024,6,Wednesday,Performance Max,--,19.89%,74.16%
November 2024,6,Thursday,Search,10.37%,23.82%,62.41%
November 2024,6,Thursday,Demand Gen,--,--,--
November 2024,6,Thursday,Performance Max,--,18.17%,74.94%
November 2024,6,Friday,Search,< 10%,20.87%,64.42%
November 2024,6,Friday,Demand Gen,--,--,--
November 2024,6,Friday,Performance Max,--,19.07%,74.7%
November 2024,6,Saturday,Search,11.12%,22.17%,62.04%
November 2024,6,Saturday,Demand Gen,--,--,--
November 2024,6,Saturday,Performance Max,--,23.45%,70.13%
November 2024,7,Sunday,Search,11.27%,34.57%,50.82%
November 2024,7,Sunday,Demand Gen,--,--,--
November 2024,7,Sunday,Performance Max,--,11.69%,81.79%
November 2024,7,Monday,Search,12.47%,26.28%,56.86%
November 2024,7,Monday,Demand Gen,--,--,--
November 2024,7,Monday,Performance Max,--,24.71%,69.64%
November 2024,7,Tuesday,Search,< 10%,9.04%,76.68%
November 2024,7,Tuesday,Demand Gen,--,--,--
November 2024,7,Tuesday,Performance Max,--,14.91%,80.26%
November 2024,7,Wednesday,Search,10.6%,4.28%,82.03%
November 2024,7,Wednesday,Demand Gen,--,--,--
November 2024,7,Wednesday,Performance Max,--,17.93%,76.31%
November 2024,7,Thursday,Search,< 10%,24.83%,62.6%
November 2024,7,Thursday,Demand Gen,--,--,--
November 2024,7,Thursday,Performance Max,--,18.26%,75.65%
November 2024,7,Friday,Search,10.19%,21.76%,62.95%
November 2024,7,Friday,Demand Gen,--,--,--
November 2024,7,Friday,Performance Max,--,19.46%,74.57%
November 2024,7,Saturday,Search,< 10%,23.55%,62.16%
November 2024,7,Saturday,Demand Gen,--,--,--
November 2024,7,Saturday,Performance Max,--,20.88%,73.37%
November 2024,8,Sunday,Search,10.77%,36.94%,49.02%
November 2024,8,Sunday,Demand Gen,--,--,--
November 2024,8,Sunday,Performance Max,--,12.26%,82.09%
November 2024,8,Monday,Search,13.06%,25.5%,57.77%
November 2024,8,Monday,Demand Gen,--,--,--
November 2024,8,Monday,Performance Max,--,26.5%,68.19%
November 2024,8,Tuesday,Search,< 10%,10.3%,76.24%
November 2024,8,Tuesday,Demand Gen,--,--,--
November 2024,8,Tuesday,Performance Max,--,14.42%,80.88%
November 2024,8,Wednesday,Search,< 10%,3.09%,84.92%
November 2024,8,Wednesday,Demand Gen,--,--,--
November 2024,8,Wednesday,Performance Max,--,22.06%,72.89%
November 2024,8,Thursday,Search,< 10%,24.61%,63.03%
November 2024,8,Thursday,Demand Gen,--,--,--
November 2024,8,Thursday,Performance Max,--,17.85%,76.29%
November 2024,8,Friday,Search,10.73%,22.31%,62.08%
November 2024,8,Friday,Demand Gen,--,--,--
November 2024,8,Friday,Performance Max,--,17.8%,77.05%
November 2024,8,Saturday,Search,10.3%,23%,61.2%
November 2024,8,Saturday,Demand Gen,--,--,--
November 2024,8,Saturday,Performance Max,--,19.61%,74.26%
November 2024,9,Sunday,Search,< 10%,38.94%,48.28%
November 2024,9,Sunday,Demand Gen,--,--,--
November 2024,9,Sunday,Performance Max,--,15.69%,79.75%
November 2024,9,Monday,Search,10.39%,28%,57.48%
November 2024,9,Monday,Demand Gen,--,--,--
November 2024,9,Monday,Performance Max,--,25.47%,70.05%
November 2024,9,Tuesday,Search,< 10%,8.94%,77.23%
November 2024,9,Tuesday,Demand Gen,--,--,--
November 2024,9,Tuesday,Performance Max,--,14.41%,80.72%
November 2024,9,Wednesday,Search,< 10%,2.93%,84.96%
November 2024,9,Wednesday,Demand Gen,--,--,--
November 2024,9,Wednesday,Performance Max,--,23.06%,72.23%
November 2024,9,Thursday,Search,< 10%,24.82%,63.72%
November 2024,9,Thursday,Demand Gen,--,--,--
November 2024,9,Thursday,Performance Max,--,16.17%,78.55%
November 2024,9,Friday,Search,< 10%,23.09%,64.14%
November 2024,9,Friday,Demand Gen,--,--,--
November 2024,9,Friday,Performance Max,--,17.73%,77.62%
November 2024,9,Saturday,Search,10.73%,22.1%,63.77%
November 2024,9,Saturday,Demand Gen,--,--,--
November 2024,9,Saturday,Performance Max,--,19.57%,74.77%
November 2024,10,Sunday,Search,< 10%,38.82%,47.2%
November 2024,10,Sunday,Demand Gen,--,--,--
November 2024,10,Sunday,Performance Max,--,18%,77.24%
November 2024,10,Monday,Search,< 10%,35.06%,51.84%
November 2024,10,Monday,Demand Gen,--,--,--
November 2024,10,Monday,Performance Max,--,25.21%,70.09%
November 2024,10,Tuesday,Search,10.76%,10.37%,74.56%
November 2024,10,Tuesday,Demand Gen,--,--,--
November 2024,10,Tuesday,Performance Max,--,14.8%,80.39%
November 2024,10,Wednesday,Search,< 10%,3.09%,84.62%
November 2024,10,Wednesday,Demand Gen,--,--,--
November 2024,10,Wednesday,Performance Max,--,20.86%,74.44%
November 2024,10,Thursday,Search,< 10%,24.22%,64.04%
November 2024,10,Thursday,Demand Gen,--,--,--
November 2024,10,Thursday,Performance Max,--,14.87%,80.44%
November 2024,10,Friday,Search,< 10%,22.08%,64.64%
November 2024,10,Friday,Demand Gen,--,--,--
November 2024,10,Friday,Performance Max,--,17.65%,77.35%
November 2024,10,Saturday,Search,10.56%,21.74%,63.81%
November 2024,10,Saturday,Demand Gen,--,--,--
November 2024,10,Saturday,Performance Max,--,21.67%,73.3%
November 2024,11,Sunday,Search,< 10%,39.17%,49.08%
November 2024,11,Sunday,Demand Gen,--,--,--
November 2024,11,Sunday,Performance Max,--,15.85%,79.47%
November 2024,11,Monday,Search,< 10%,36.86%,51.69%
November 2024,11,Monday,Demand Gen,--,--,--
November 2024,11,Monday,Performance Max,--,26.19%,69.31%
November 2024,11,Tuesday,Search,10.01%,10.51%,75.82%
November 2024,11,Tuesday,Demand Gen,--,--,--
November 2024,11,Tuesday,Performance Max,--,14.96%,80.85%
November 2024,11,Wednesday,Search,< 10%,3.65%,83.77%
November 2024,11,Wednesday,Demand Gen,--,--,--
November 2024,11,Wednesday,Performance Max,--,17.71%,77.89%
November 2024,11,Thursday,Search,< 10%,24.57%,63.28%
November 2024,11,Thursday,Demand Gen,--,--,--
November 2024,11,Thursday,Performance Max,--,13.38%,81.4%
November 2024,11,Friday,Search,< 10%,21.77%,64.32%
November 2024,11,Friday,Demand Gen,--,--,--
November 2024,11,Friday,Performance Max,--,17.88%,77.11%
November 2024,11,Saturday,Search,10.5%,22.15%,63.36%
November 2024,11,Saturday,Demand Gen,--,--,--
November 2024,11,Saturday,Performance Max,--,22.45%,72.27%
November 2024,12,Sunday,Search,< 10%,41.55%,47.12%
November 2024,12,Sunday,Demand Gen,--,--,--
November 2024,12,Sunday,Performance Max,--,15.01%,80.97%
November 2024,12,Monday,Search,< 10%,36.25%,52.96%
November 2024,12,Monday,Demand Gen,--,--,--
November 2024,12,Monday,Performance Max,--,26.36%,69.41%
November 2024,12,Tuesday,Search,10.7%,9.83%,75.97%
November 2024,12,Tuesday,Demand Gen,--,--,--
November 2024,12,Tuesday,Performance Max,--,12.54%,82.77%
November 2024,12,Wednesday,Search,< 10%,4.01%,84.24%
November 2024,12,Wednesday,Demand Gen,--,--,--
November 2024,12,Wednesday,Performance Max,--,15.98%,79.96%
November 2024,12,Thursday,Search,< 10%,23.13%,63.92%
November 2024,12,Thursday,Demand Gen,--,--,--
November 2024,12,Thursday,Performance Max,--,11.26%,84.04%
November 2024,12,Friday,Search,10.17%,21.52%,63.71%
November 2024,12,Friday,Demand Gen,--,--,--
November 2024,12,Friday,Performance Max,--,18.86%,76.36%
November 2024,12,Saturday,Search,11.22%,21.09%,63.61%
November 2024,12,Saturday,Demand Gen,--,--,--
November 2024,12,Saturday,Performance Max,--,23.06%,72.28%
November 2024,13,Sunday,Search,10.24%,39.5%,47.29%
November 2024,13,Sunday,Demand Gen,--,--,--
November 2024,13,Sunday,Performance Max,--,15.74%,80%
November 2024,13,Monday,Search,< 10%,36.1%,53.12%
November 2024,13,Monday,Demand Gen,--,--,--
November 2024,13,Monday,Performance Max,--,24.96%,70.5%
November 2024,13,Tuesday,Search,< 10%,10.52%,76.99%
November 2024,13,Tuesday,Demand Gen,--,--,--
November 2024,13,Tuesday,Performance Max,--,12.08%,83.66%
November 2024,13,Wednesday,Search,< 10%,4.81%,83.44%
November 2024,13,Wednesday,Demand Gen,--,--,--
November 2024,13,Wednesday,Performance Max,--,16.68%,79.01%
November 2024,13,Thursday,Search,< 10%,23.9%,65.49%
November 2024,13,Thursday,Demand Gen,--,--,--
November 2024,13,Thursday,Performance Max,--,10.34%,85.43%
November 2024,13,Friday,Search,< 10%,21.43%,64.15%
November 2024,13,Friday,Demand Gen,--,--,--
November 2024,13,Friday,Performance Max,--,16.94%,78.43%
November 2024,13,Saturday,Search,11.55%,19.65%,63.88%
November 2024,13,Saturday,Demand Gen,--,--,--
November 2024,13,Saturday,Performance Max,--,17.65%,77.1%
November 2024,14,Sunday,Search,10.08%,37.54%,49.33%
November 2024,14,Sunday,Demand Gen,--,--,--
November 2024,14,Sunday,Performance Max,--,13.99%,81.88%
November 2024,14,Monday,Search,< 10%,36.1%,53.51%
November 2024,14,Monday,Demand Gen,--,--,--
November 2024,14,Monday,Performance Max,--,27.42%,68.33%
November 2024,14,Tuesday,Search,< 10%,10.75%,76.1%
November 2024,14,Tuesday,Demand Gen,--,--,--
November 2024,14,Tuesday,Performance Max,--,12.81%,83.1%
November 2024,14,Wednesday,Search,< 10%,4.95%,83.67%
November 2024,14,Wednesday,Demand Gen,--,--,--
November 2024,14,Wednesday,Performance Max,--,17.48%,78.5%
November 2024,14,Thursday,Search,< 10%,24.47%,63.55%
November 2024,14,Thursday,Demand Gen,--,--,--
November 2024,14,Thursday,Performance Max,--,13.99%,81.04%
November 2024,14,Friday,Search,10.9%,20.08%,64.63%
November 2024,14,Friday,Demand Gen,--,--,--
November 2024,14,Friday,Performance Max,--,16.14%,79.13%
November 2024,14,Saturday,Search,10.36%,18.62%,66.35%
November 2024,14,Saturday,Demand Gen,--,--,--
November 2024,14,Saturday,Performance Max,--,17.52%,77.45%
November 2024,15,Sunday,Search,13.31%,31.7%,50.96%
November 2024,15,Sunday,Demand Gen,--,--,--
November 2024,15,Sunday,Performance Max,--,13.06%,82.61%
November 2024,15,Monday,Search,< 10%,33.67%,55.4%
November 2024,15,Monday,Demand Gen,--,--,--
November 2024,15,Monday,Performance Max,--,27.7%,67.61%
November 2024,15,Tuesday,Search,< 10%,10.07%,76.55%
November 2024,15,Tuesday,Demand Gen,--,--,--
November 2024,15,Tuesday,Performance Max,--,13.08%,82.43%
November 2024,15,Wednesday,Search,< 10%,4.96%,83.38%
November 2024,15,Wednesday,Demand Gen,--,--,--
November 2024,15,Wednesday,Performance Max,--,16.85%,78.81%
November 2024,15,Thursday,Search,< 10%,20.82%,67.12%
November 2024,15,Thursday,Demand Gen,--,--,--
November 2024,15,Thursday,Performance Max,--,15.37%,79.65%
November 2024,15,Friday,Search,< 10%,19.67%,66.25%
November 2024,15,Friday,Demand Gen,--,--,--
November 2024,15,Friday,Performance Max,--,14.33%,81.18%
November 2024,15,Saturday,Search,11.74%,17.54%,65.93%
November 2024,15,Saturday,Demand Gen,--,--,--
November 2024,15,Saturday,Performance Max,--,21.46%,73.34%
November 2024,16,Sunday,Search,12.18%,32.74%,50.55%
November 2024,16,Sunday,Demand Gen,--,--,--
November 2024,16,Sunday,Performance Max,--,13.34%,82.61%
November 2024,16,Monday,Search,< 10%,25.57%,62.8%
November 2024,16,Monday,Demand Gen,--,--,--
November 2024,16,Monday,Performance Max,--,27.08%,68.5%
November 2024,16,Tuesday,Search,< 10%,9.59%,77.3%
November 2024,16,Tuesday,Demand Gen,--,--,--
November 2024,16,Tuesday,Performance Max,--,13%,82.32%
November 2024,16,Wednesday,Search,< 10%,4.63%,83%
November 2024,16,Wednesday,Demand Gen,--,--,--
November 2024,16,Wednesday,Performance Max,--,16.12%,79.56%
November 2024,16,Thursday,Search,< 10%,18.39%,68.78%
